238	disregard	 to ignore or pay no attention to	verb	dis= away + regard=look at	If you <u><b>disregard</b> the red light </u>at an intersection  you are not only breaking the law but also endangering your life	357 prevalent GRE words	Prepscholar	
240	dissemble	 to mislead or conceal the truth, esp. with respect to one’s motives. to conceal one's real motive, to feign	verb	" Latin dissimulare ""make unlike, conceal, disguise,""  dis- ""completely"" (see dis-) + simulare ""to make like, imitate, copy,"	Rather than answer the reporter’s questions directly, <u>the politician chose to mislead and <b>dissembled</b> his responses</u>	357 prevalent GRE words	Prepscholar	
241	dissemble </br> disassemble	Disassemble is to take something apart, like an old car motor, but dissemble is sneaky — it means to hide your true self,to lie to misrepresent oneself -  like the guy who said he was a mechanic but had never actually seen a motor, much less put one back together.	Easily confused words	dis= reverse +assemble+collect in one place=> take aprt</br></br></br>      dis=not + semble=appear=>not true representation	the word is that these are Chinese actors who have been hired to resemble and dissemble North Korean fans.	Easily confused words	MSU	
242	disseminate	 to spread widely (esp. information)	verb	"Latin : dis- ""in every direction"" (see dis-) + seminare ""to plant, propagate,"" from semen (genitive seminis) ""seed"""	The pollen will disseminate into the region by Thursday, causing further burdens for allergy sufferers.	357 prevalent GRE words	Prepscholar	
243	dissonance	 a clash between two elements that don’t blend well, a lack of harmony or agreement	noun	"Latin : dissonantem""differ in sound"", ie lack of harmony"	The school board’s meeting lasted for hours due to the length debate fueled by dissonance among opinions.	357 prevalent GRE words	Prepscholar	
244	diverge	 to split apart, esp. a road or path	verb	"Laitin :  assimilated form of dis- ""apart"" + vergere ""to bend, turn, tend toward""</br> opposite of converge"	Knowing that everyone would diverge after graduation, she was worried that she would not see her friends anymore.	357 prevalent GRE words	Prepscholar	
245	docile	Ready to accept control or instruction; submissive	adjective	" Latin  : docilis ""easily taught""</br> Synonyms: compliant, obedient, pliant"	Docile with humans, they are fierce defenders of territory and their young.	Least Difficult	FT	
246	doff	Remove (an item of clothing)	verb	Synonyms: lay hold of, take hold of	To don shoes, to doff them, or even to throw them at somebody?	Least Difficult	FT	
247	dogged	stubborn or determined: 	adjective	"""having the qualities of a (bull)dog"", in a negative sense"	Her dogged pursuit of the degree eventually paid off.	Common GRE	MSU	
248	dogma	 the official beliefs or tenets of particular sect or group	noun	"Latin : dogma ""philosophical tenet,"	Although Jake considered himself to be quite religious, he did not blindly follow the dogma of the church. 	357 prevalent GRE words	Prepscholar	
249	dogmatic	relying upon doctrine or dogma, as opposed to evidence	adjective	dogma + -ic (= nature of, like)		Common GRE	MSU	
250	-dom 	quality, realm, office	noun 		freedom</br> kingdom</br> wisdom</br> thralldom 	Suffix	MSU	
251	dominus 	lord </br> master	Greek/Latin root		dominant</br> dominion 	Greek/Latin 	MSU	
252	dote	be extremely and uncritically fond of	verb	Synonyms: adore, love dearly, be devoted to	Falling birth-rates allowed parents to dote on fewer children, who were increasingly likely to go to school.	Least Difficult	FT	
253	dupe	 to deceive or fool	verb	French, duper	My brother is a schemer who is always trying to dupe people out of their money.	357 prevalent GRE words	Prepscholar	
254	dynasthai 	be able 	Greek/Latin root		dynamic</br> dynamo</br> dynasty</br> dynamite 	Greek/Latin 	MSU	
256	eccentric	 quirky or unusual	adjective	" Greek astronomy referring to planet orbitals: ekkentros ""out of the center"" (as opposed to concentric),  ek ""out"" (see ex-) + kentron ""center""+ ic=nature of, like. Meaning now modified to ""odd or whimsical person"""	The eccentric artist was quite happy to walk around with green hair	357 prevalent GRE words	Prepscholar	
258	eclectic	 composed of a variety of styles, themes, motifs, etc. selecting or employing individual elements from a variety of sources:	adjective	ic=nature of, like	 Many modern decorators prefer an eclectic style. (n: eclecticism)	357 prevalent GRE words	Prepscholar	
259	-ee 	one who receives the action 	noun 		employee</br> nominee</br> refugee 	Suffix	MSU	
260	effect </br> affect	affect is usually a verb, and it means to impact or change. Effect is usually a noun, an effect is the result of a change. So, if A affects B, B experiences the effect of A’s action.	Easily confused words	affect is a verb and effect is a noun. At least (spoiler alert!), most of the time. Here’s a mnemonic: A is for action. Verbs are about action. Affect starts with an A, so it’s a verb. Also, Think of the common phrase cause and effect. Cause ends with an E, and effect begins with an E. So not only does a cause lead to an effect, but also cause’s E leads to effect’s E, giving you a handy noun bridge to step across and remember which spelling to use.	The most common side effects of antibiotics affect the digestive system.	Easily confused words	MSU	
262	efficacy	effectiveness; capability to produce a desired effect	noun		The instructor’s efficacy was reduced by the lack of educational materials. 	357 prevalent GRE words	Prepscholar	
263	effluent	the quality of flowing out. something that flows out, such as a stream from a river (n: effluence)	adjective, n		Paques builds plants that ensure that <u>wastewater</u><b>  effluent</b> effluent is cleaned	Common GRE	MSU	
264	ego 	I</br> self 	Greek/Latin root		ego</br> egomaniac</br> egocentric</br> 	Greek/Latin 	MSU	
265	elegy	 sad poem or song, often in remembrance of someone deceased	noun		When the princess died, one of her favorite songwriters wrote a moving elegy for her.	357 prevalent GRE words	Prepscholar	
266	elicit	 to provoke a response	verb	ic=nature of, like	In the experiment, the scientist hoped to <u><b>elicit</b> a response</u> from a mouse by piping high-pitched sounds into a sealed cage.	357 prevalent GRE words	Prepscholar	
267	eloquence	 persuasive and articulate speech	adjective		Since the girl spoke from the heart, the <u><b>eloquence</b> in her words</u> allowed everyone to completely understand and believe what she was saying.	357 prevalent GRE words	Prepscholar	
268	elusive  </br>effusive	elusive is when not quite able to catch/find/get hold of whereas effusive is when showing or expressing gratitude, pleasure, or approval in an unrestrained or heartfelt manner	Easily confused words		The elusive criminal was finally captured and his former inmates were effusive on his return to prison	Easily confused words	MSU	
269	eminent	 well-known, respected, distinguished	adjective		Everyone was looking forward to taking the class with such <u>an <b>eminent</b> professor.</u>	357 prevalent GRE words	Prepscholar	
270	emollient	softening; something that softens	adjective, noun		The lotion was a great <u><b>emollient</b> for her dry skin</u>	Common GRE	MSU	
271	empirical	 based on evidence	adjective		Our data is <u>based on <b>empirical</b> evidence</u> collected in numerous studies	357 prevalent GRE words	Prepscholar	
273	emulate	 to imitate or attempt to equal in <b>accomplishment</b> to strive to equal or excel (n: emulation)<br> It is about the setting a goal to equal or exceed what someone else achieved, not necessarily doing it their way. 	verb		Sue is going to emulate her brother's strong work ethic in order to be successful.	357 prevalent GRE words	Prepscholar	
274	emulate </br> imitate	"Emulate means ""to try to be as good or successful as.""</br> Imitate means ""to copy or fashion oneself after."""	Easily confused words		He did not limit his actions to <b>imitating</b> his role model, but wished to go further and <b>emulate</b> his idol's success	Easily confused words	MSU	
275	-en 	made of, make 	adjective or verb (ex: widen) 		silken</br> frozen</br> oaken</br> wooden</br> lighten 	Suffix	MSU	
276	-ence, ency 	action, state of, quality 	noun 		difference</br> conference</br> urgency 	Suffix	MSU	
277	encomium	a formal eulogy or speech of praise	noun		Mrs. Poundstone was surprised and delighted on the last day of school when the students in her most difficult class presented her with an <b>encomium</b> they had written, praising her work as a teacher.	Common GRE	MSU	
279	endemic </br> epidemic	endemic is an inherent characteristic whereas epidemic is an illness wave that affect many in the population at the same time	Easily confused words	ic=nature of, like		Easily confused words	MSU	
280	endow	Provide with a quality, ability, or asset	verb	Synonyms: equip, bless, give	Good and inspiring teachers, meanwhile, such as... J.K. Rowling’s Minerva McGonagall, are portrayed as endowed with supernatural gifts...	Least Difficult	FT	
282	enervate	 to exhaust or drain of energy. to weaken or destroy the strength or vitality of:  (adj: enervating)	verb	"make tired by ""getting on your nerves"""	The heat <b>enervated</b> everyone.	357 prevalent GRE words	Prepscholar	
284	engender	 to cause or give rise to	verb	"from in- ""in""  + generare ""bring forth, beget, produce"" itself from genus  ""give birth, beget,"""	His slip of the toungue <b>engendered</b> much laughter.	357 prevalent GRE words	Prepscholar	
285	engender </br> endanger	engender is to bring into being, whereas endanger is to put at risk	Easily confused words		Some people believe violent video games <b>engender</b> feelings of hostility in young people, thereby <b>endangering</b> them and those around them. 	Easily confused words	MSU	
286	enhance	 intensify, increase, augment	verb		When Jane paints her bedroom yellow, she is going to really <b>enhance</b> the room and make it appear brighter.	357 prevalent GRE words	Prepscholar	
287	enigma	a person or thing that is mysterious, puzzling, or difficult to understand	noun	puzzle, mystery	Scientists continue to research cancer to solve the <b>enigma</b> of its primary cause, which will hopefully lead to a cure.	Common GRE	MSU	
288	entitlement	 belief that one deserves things one has not earned	noun	n. the rights one is afforded under the law	The spoiled girl’s sense of <b>entitlement</b> to any object in sight resulted in her inability to make friends	357 prevalent GRE words	Prepscholar	
290	ephemeral	 short-lived or transient; lasting for only a brief time, fleeting (n: ephemera)	adjective	Synonyms: fleeting, passing, short-lived	An ephemeral moment of victory may last mere seconds, but it can remain as a triumphant memory for decades.	357 prevalent GRE words	Prepscholar	
292	epi 	upon</br> over 	Greek/Latin root		epidermis</br> epidemic</br> epigram</br> epitaph</br> epithet</br> epiphyte</br> epistasis</br> epinephrine</br> epiphysis 	Greek/Latin 	MSU	
293	equable	 even-tempered	adjective	adj. not given to much change or variation	Because she is so <b>equable</b>, my even-tempered mother rarely gets upset.	357 prevalent GRE words	Prepscholar	
294	equivocal	ambiguous; unclear; subject to more than one interpretation -- often intentionally so:  (v. equivocate)	adjective		Republicans complained that Bill Clinton's answers were <b>equivocal.</b>	Common GRE	MSU	
295	equivocate	 to use ambiguous language in order to mislead or deceive	verb	Equivocate is ONE OF THE 5 MOST COMMON MISTAKES made in the GRE! It does NOT mean equal.	Whenever the politician responded to questions, he would avoid eye contact and <b>equivocate</b> his answers.	357 prevalent GRE words	Prepscholar	
296	-er, or 	on who, that which 	noun 		baker</br> carpenter</br> brewer 	Suffix	MSU	
297	erroneous	 incorrect	adjective		Despite the fact that you used an erroneous method to solve the problem, somehow you managed to arrive at the correct solution.	357 prevalent GRE words	Prepscholar	
299	erudite	 learned; scholarly; displaying deep intensive learning. (n: erudition)	adjective		High school students often struggle with novels that are more erudite than they are entertaining.	357 prevalent GRE words	Prepscholar	
300	-escent 	in the process of 	adjective or noun 		adolescent</br> obsolescent</br> convalescent 	Suffix	MSU	
301	eschew	 avoid or abstain from	verb	"same root as : German scheuen ""to fear, shun, shrink from"""	True vegetarians eschew food items that come from living animals.	357 prevalent GRE words	Prepscholar	
302	-ese 	a native of 	noun or adjective 		Javanese</br> Vietnamese 	Suffix	MSU	
303	-esis, osis 	action, process, condition 	noun 		genesis</br> hypnosis</br> neurosis</br> osmosis 	Suffix	MSU	
305	esoteric	 obscure, arcane, intended for or understood by only a few: 	adjective	"Synonyms: abstruse, obscure, arcane </br>ic=""nature of, like"	The esoteric discussion confused some people. (n: esoterica)</br>The subjects at hand often sound esoteric, if not silly, but the questions may prove more than merely academic.	357 prevalent GRE words	Prepscholar	
306	-ess 	female 	noun 		poetess</br> goddess 	Suffix	MSU	
307	estimable	 deserving respect, esteem, and admiration	adjective		Our estimable professor is constantly being recognized for his cancer research	357 prevalent GRE words	Prepscholar	
308	-et, ette 	small one, group 	noun 		midget</br> octet</br> baronet</br> 	Suffix	MSU	
309	ethos	the characteristic spirit of a culture, era, or community	noun	Synonyms: character, atmosphere, climate	Mr. Cotton presented himself as a member of the generation moved by the patriotic spirit... leaving civilian careers to join the army and learn a ‘warrior ethos.’	Least Difficult	FT	
311	eulogy	 memorial speech for one who has passed, normally given at a funeral	noun		The rabbi’s eulogy was both heartfelt and inspiring.	357 prevalent GRE words	Prepscholar	
312	ex 	out 	Greek/Latin root		exotic</br> exterior</br> extraneous</br> extemporaneous</br> exophalmic</br> exogenous</br> exothermic</br> exoskeleton 	Greek/Latin 	MSU	
314	exacerbate	 to make worse; to increase the bitterness or violence of; to aggravate: 	verb		The decision to fortify the border exacerbated tensions.	357 prevalent GRE words	Prepscholar	
315	exacting	 challenging, demanding, grueling	adjective		Sarah’s exacting client insisted she work during the holidays.	357 prevalent GRE words	Prepscholar	
317	exculpate	 to exonerate or vindicate; to demonstrate or prove to be blameless:  	verb		The evidence tended to exculpate the defendant.(adj: exculpatory)	357 prevalent GRE words	Prepscholar	
318	exigent	 urgent or pressing; demanding or pressing	adjective		An exigent officer is difficult to get along with because he asks ridiculous things of his soldiers.	357 prevalent GRE words	Prepscholar	
319	exonerate	 to clear of charges of wrongdoing	verb		The testimony from the witness will hopefully exonerate my husband of the charges.	357 prevalent GRE words	Prepscholar	
320	exorbitant	exceeding customary or normal limits, esp. in quantity or price:	adjective		 The cab fare was exorbitant.	Common GRE	MSU	
321	expatiate	 to elaborate on something in great detail	verb		During his book signing, Clark will expatiate on his military adventures	357 prevalent GRE words	Prepscholar	
322	explicate	 to explain in detail	verb	ic=nature of, like</br>	If the auditor finds an error in the accounting records, the treasurer will need to explicate the mistake.	357 prevalent GRE words	Prepscholar	
323	explicit	fully and clearly expressed	adjective		The bank representative made sure the borrower was aware of the <b>explicit</b> terms of the loan agreement.	Common GRE	MSU	
324	exposition	 a thorough explanation	noun	n. a public show or fair	The researcher gave <u>a full <b>exposition</b> of his research results.</u>	357 prevalent GRE words	Prepscholar	
325	extant	in existence, still existing: 	adjective	Synonyms: living, still existing, remaining	The only <b>extant</b> representative of that species.	Common GRE	MSU	
326	extant </br> extent	extant usually refers to the last surviving example in existence(eg. Book, species) whereas extent is the length or amount of something	Easily confused words		The last extant white rhinos are still being hunted down for randy Asian geriatrics. The extent of corruption in the bureaucracy was well known.	Easily confused words	MSU	
327	extraneous	 irrelevant or superfluous	adjective		If you slip off your diet, the extraneous calories will make you gain all the weight you lost.	357 prevalent GRE words	Prepscholar	
328	extrapolate	 to estimate or conjecture about the future based on presently available information or facts	verb		The scientist tried to <b><u>extrapolate</b> the future results by looking at data from previous testing</u> dates	357 prevalent GRE words	Prepscholar	
330	facetious	 glib or flippant; Treating serious issues with deliberately inappropriate humor	adjective	Synonyms: flippant, glib, tongue-in-cheek	More disturbing,' says Mr. Hart, I didn't note that his column was facetious. In tone, it was indeed, and I should have noted that.	357 prevalent GRE words	Prepscholar	
331	facilitate	 to make something easier or simpler	verb	facile=easy in French. 	Going to all lectures and doing all tutorials greatly facilitates passing the exam	357 prevalent GRE words	Prepscholar	
332	faction	a small, organized, dissenting group within a larger one, especially in politics	noun	Synonyms: contingent, section, sector	One particular separatist faction is now widely accepted to have been responsible for a string of small bombs which detonated in August...	Least Difficult	FT	
333	fallacious	 relying on a fallacy and thus incorrect/misinformed	adjective	 fallacy </br>Deutsch : irreführend	He clung to the fallacious hope that she would return.	357 prevalent GRE words	Prepscholar	
334	fallow	Inactive	adjective	Synonyms: dormant, quiet, slack	Their fickle attention might waver for a few fallow years of rebuilding, but Angel Stadium will still be standing...	Least Difficult	FT	
335	falter	Move unsteadily or in a way that shows lack of confidence	verb	Synonyms: stumble, fumble	His early steps were faltering, and a frailer soul might have been daunted by his mentors’ fate...	Least Difficult	FT	
336	fastidious	 meticulous	adjective	adj. invested in cleanliness	Constantly licking themselves, cats are fastidious creatures.	357 prevalent GRE words	Prepscholar	
337	fathom	a measure of length (six feet) used in nautical settings. to penetrate to the depths of something in order to understand it: 	noun, verb		I couldn't fathom her reasoning on that issue.	Common GRE	MSU	
338	fawn	to seek favor or attention; to act subserviantly (n, adj: fawning)	verb		(2)Charlie always fawned over his professors so much that all the other students disliked him.	Common GRE	MSU	
339	fawn	1. n. a baby deer. 2. v. to behave in an excessively humble or obsequious manner.			(2)Charlie always fawned over his professors so much that all the other students disliked him.	Homonym	MSU	
340	federis 	league</br> pact 	Greek/Latin root		federation</br> confederate 	Greek/Latin 	MSU	
341	feign	to give false appearance or impression: 	verb		He feigned illness to avoid going to school. (adj: feigned)	Common GRE	MSU	
342	fervid, fervent	"highly emotional; hot: "" (n: fervor)"	adjective		The partisans displayed a fervent patriotism.	Common GRE	MSU	
343	-fic 	making, causing 	adjective 		scientific</br> specific 	Suffix	MSU	
344	fission </br> fusion	fission= division into two or more parts whereas fusion is the the reverse, ie. The joining of multiple parts into one	Easily confused words		Nuclear fission is the principle behind current nuclear weapons, but the energy source of the future is nuclear fusion	Easily confused words	MSU	
345	flag 	1. n. banner. 2. v. to wane or weaken			(2) When the runner's strength begins to flag, she walks for a few minutes, then gradually increases her speed.	Homonym	MSU	
346	flail	Flounder; struggle uselessly	verb	Synonyms: thrash, thresh, squirm	This means that, a good accent, rhythm and grammar notwithstanding, the intermediate-to-advanced learner is likely to flail...	Least Difficult	FT	
347	flaunt </br> flout	flaunt is to display brazenly or pretentiously whereas flout is to to show an obvious disregard or disrespect for; to treat contemptuously	Easily confused words	Flaunt is to show off, but flout is to ignore the rules. Rebels do both — they flaunt their new pink motorcycles by popping a wheelie, and flout the law by running a red light.	He came into the Church, flaunting his riches with his designer clothes, flouting all rules by dancing on the altar. 	Easily confused words	MSU	
348	fledgling	a baby bird; an inexperienced person; inexperienced.	noun, adjective	also implies potential to improve	Jill is a fledgling skater who must work on her turns more.	Common GRE	MSU	
350	floundering	struggling:	adjective		 We tried to save the floundering business.	Common GRE	MSU	
351	fluctuate	 to shift without apparent pattern	verb		Each day, the <u>price of gold will <b>fluctuate on the market</u></b>	357 prevalent GRE words	Prepscholar	
352	fluke	Unlikely chance occurrence, especially a surprising piece of luck	noun	Synonyms: coincidence, accident, a twist of fate	Was this a fluke? Mr. Baker is not the first to notice the anomaly.	Least Difficult	FT	
353	foil	1. n. a thin sheet made of metal. 2. n. a type of rapier or sword. foils: the sport or practice of fencing with such swords. 3. n. a person or thing used in a comparison in order to make another person or thing seem superior. 4. v. to spoil or thwart; to prevent the success of. 		(3) She had brought so many obviously unsuitable suitors home to her parents that they acted as foils; when she introduced John, he seemed an excellent prospect by contrast and her parents were happy to agree to the marriage. (4) The unexpected return of their parents foiled their plans for a party.		Homonym	MSU	
354	foment	 to foster unrest or discontent	verb	"Latin fomentum ""warm application, poultice,""on the notion of ""encourage the growth of,"" similar to ferment"	the police are here to keep people calm, not to <u?<b>foment</b> violence</u>	357 prevalent GRE words	Prepscholar	
355	forage	(of a person or animal) search widely for food or provisions	verb	Synonyms: hunt, scavenge, grub	And you must be ready to abandon tired orthodoxies of the left and right and forage for good ideas across the political spectrum.	Least Difficult	FT	
356	forestall	 to hold off or try to prevent; Prevent or obstruct (an anticipated event or action) by taking action ahead of time	verb	Synonyms: pre-empt, get in before, get ahead of	To forestall a social crisis, he mused, governments should consider a tax on robots; if automation slows as a result, so much the better.	357 prevalent GRE words	Prepscholar	
357	fortuitous	Happening by a lucky chance	adjective	Synonyms: fortunate, advantageous, opportune	Thanks to these sensible policies, and the fortuitous tailwind of higher productivity growth, the economy boomed and prosperity was shared.	357 prevalent GRE words	Prepscholar	
359	frater 	brother 	Greek/Latin root		fraternize</br> fraternity</br> fraternal</br> fratricide 	Greek/Latin 	MSU	
360	frugal	 economical, thrifty	adjective		<u>Be more <b>frugal</b> with your expenses</u>, and you will not be in debt.	357 prevalent GRE words	Prepscholar	
361	fry	1. v. to cook in hot oil. 2. n. baby fish		The newborn fry are easy prey to larger fish in the area.	2. The police were u>not interested in the <b>small fry</b> drug dealers</u>, but wanted to catch the drug kingpin.	Homonym	MSU	
362	-ful 	full of 	adjective 		frightful</br> beautiful</br> helpful 	Suffix	MSU	
363	-fy 	make 	verb 		fortify</br> simplify 	Suffix	MSU	
364	gainsay	 deny or oppose	verb	Literally : Say against	It is <u>impossible to <u>gainsay</u> the importance of a good education</u> in today’s competitive job market.	357 prevalent GRE words	Prepscholar	
365	galvanize	 to prod someone into action	verb	"figurative sense of ""galvanize by electricity"""	By holding a rally, <u>the politician hoped to <b>galvanize</b> young people to vote </u>	357 prevalent GRE words	Prepscholar	
367	garrulous	 talkative; verbose; talkative; rambling:	adjective	"from Latin garrulus ""talkative, chattering"	We tried to avoid our garrulous neighbor.	357 prevalent GRE words	Prepscholar	
368	gauche	 socially inept, inappropriate, or awkward	adjective	gauche = left (english)/links (</br>Deutsch)	His gauche statements made eveyone feel uncomfortable	357 prevalent GRE words	Prepscholar	
369	geo 	earth 	Greek/Latin root		geology</br> geography</br> geocentric</br> geomancy 	Greek/Latin 	MSU	
370	germane	 relevant to the matter at hand, closely connected, relevant	adjective	Latin : germanus = having the same parents	The president will only respond to media questions that are <b>germane</b>to the economic crisis.	357 prevalent GRE words	Prepscholar	
371	glib	speaking in a smooth, easy way that is insincere ta. lking volubly,easily but carelessly or insincerely	adjective	"From German ""glibberig"", now used in a figurative sense"	Because she is so conceited, Linda is constantly fishing for compliments, and she takes all the glib flattery seriously.	357 prevalent GRE words	Prepscholar	
372	gossamer	fine cobweb on foliage; fine gauzy fabric; very fine:	noun, adjective		 She wore a gossamer robe.	Common GRE	MSU	
373	graph</br> gram	write</br> record 	Greek/Latin root		graphic</br> graphite</br> graphology</br> telegram	Greek/Latin 	MSU	
374	gregarious	 sociable, genial	adjective	" Latin : gregarius=""pertaining to a flock"	Humans are by nature gregarious, and like to live close together	357 prevalent GRE words	Prepscholar	
375	guile	skillful deceit: 	noun	(v. bequile; adj: beguiling. Note, however, that these two words have an additional meaning: to charm (v.) or charming (adj:), while the word guile does not generally have any such positive connotations)	He was well known for his guile. 	Common GRE	MSU	
377	guileless	honest; straightforward (n: guilelessness)	adjective			Common GRE	MSU	
378	hack	1. v. to chop. 2. n. a bad or unoriginal writer.			(2) Even though he worked for the New York Times, he always felt like a hack.	Homonym	MSU	
379	hackneyed	overused,  so overused as to have become uninteresting, repeated  too often,  cliché, trite, banal	adjective	Named after London Borough of Hackney where small horses were let out for hire, so figuratively :  used many times over that it has become uninteresting	Too often used by young girls, <u>the word “like” has become <b>hackneyed<b/></u>	357 prevalent GRE words	Prepscholar	
381	harangue	 diatribe or rant;  a lengthy and aggressive speech	noun	Synonyms: tirade, diatribe, rant   </br>Deutsch : Moralpredigt, Tirade	State-run China Central Television (CCTV) has broadcast harsh criticisms of some multinationals, including an absurd harangue over Starbucks’ prices...	357 prevalent GRE words	Prepscholar	
382	headlong	headfirst; impulsive; hasty. impulsively; hastily; without forethought:	adjective, adverb		 They rushed headlong into marriage.	Common GRE	MSU	
383	hedonism	 the pursuit of pleasure	noun		Freddie Mercuy was known to be a great singer and a non-stop hedonist	357 prevalent GRE words	Prepscholar	
384	hetero 	mixed</br> unlike 	Greek/Latin root		heterogeneous</br> heterosexual</br> heterodox</br> heterodont</br> hetero atom</br> heterocyclic</br> heterozygous</br> 	Greek/Latin 	MSU	
385	hierarchical	 arranged in rank order or hierarchy	adjective		<u>The <b>hierarchic</b> structure</u> of the company led to internal problems	357 prevalent GRE words	Prepscholar	
386	homo 	same</br> alike 	Greek/Latin root		homogeneous</br> homogenized</br> homozygous</br> homolytic fission</br> Homo sapiens</br> homonid</br> homeostasis </br> homophone	Greek/Latin 	MSU	
388	homogenous	of the same or similar kind	adjective	 uniform, identical	There are very few truly homogenous cultures since social diversity is increasingly widespread.	357 prevalent GRE words	Prepscholar	
389	-hood 	order, quality 	noun 		neighborhood</br> motherhood 	Suffix	MSU	
390	husband 	1. n. a male spouse. 2. v. to manage frugally. to conserve. ___husbandry n. management.			(2) Our mother was so <u>good at <b>husbanding</b> resources</u> that we never went hungry, even when our parents both lost their jobs.___This college offers many courses in animal husbandry.	Homonym	MSU	
391	hyperbole	 obvious exaggeration for effect	noun		Obviously the network is <u>overreacting and engaging in <b>hyperbole</b></u> when they say 55 million people are in danger! Due to normal thunderstorms	357 prevalent GRE words	Prepscholar	
392	-ic 	nature of, like 	adjective 		metallic</br> heroic</br> poetic 	Suffix	MSU	
393	-ice 	condition, state, quality 	noun 		justice</br> malice 	Suffix	MSU	
395	iconoclast	 a person who attacks traditional religious and cultural institutions	noun	Synonyms: critic, skeptic, dissenter	He has overtaken Manuel Valls, the centre-left prime minister, as the left’s most outspoken iconoclast, and shown up the Socialist left as die-hard conservatives.	357 prevalent GRE words	Prepscholar	
396	-id, ide 	something connected to or belonging to 	noun or adjective 		fluid</br> fluoride</br> torrid</br> canid 	Suffix	MSU	
397	idem 	the same 	Greek/Latin root		identity</br> idiopathic</br> I</br> individual 	Greek/Latin 	MSU	
398	ideo 	idea 	Greek/Latin root		ideology</br> ideation</br> ideal 	Greek/Latin 	MSU	
399	ideological	 relating to a particular belief system or theory	adjective		Due to the criminal’s <u><b>ideological</b> perspective that he is always right</u>,the criminal would hurt people if they wronged him	357 prevalent GRE words	Prepscholar	
400	idios 	one's own 	Greek/Latin root		idiom</br> idiosyncrasy</br> idiopathic 	Greek/Latin 	MSU	
401	imminent	 about to happen	adjective	"French/ Latin : ""overhanging; impending,"""	When the Secret Service arrived, everyone knew <u>the president’s arrival was <b>imminent.</b></u>	357 prevalent GRE words	Prepscholar	
402	immutable	Unchanging over time or unable to be changed	adjective	Synonyms: permanent, set, steadfast	After all, whom institutions choose to celebrate and how they depict the past are choices to be debated, not immutable facts.	357 prevalent GRE words	Prepscholar	
403	impair	 to hinder or weaken someone or something	verb	"French/latin :  impeiorare ""make worse"	<u>Alcohol can greatly <b>impair</b> your judgement.</u>	357 prevalent GRE words	Prepscholar	
404	impecunious	penniless; poor	adjective	"Latin : in- ""not, opposite of""  +pecuniosus ""rich, money"	<u>He spent more than he earned, so he was always <b>impecunious</b></u>	Common GRE	MSU	
405	impediment	 barrier, hindrance, or obstruction	noun			357 prevalent GRE words	Prepscholar	
406	imperious	commanding	adjective			Common GRE	MSU	
407	imperturbable	 remaining calm under any circumstance	adjective			357 prevalent GRE words	Prepscholar	
408	implacable	 unforgiving	adjective	adj. relentless		357 prevalent GRE words	Prepscholar	
409	implication	insinuation or connotation (v. implicate)	noun			Common GRE	MSU	
410	implicit	 implied or insinuated without being directly stated	adjective			357 prevalent GRE words	Prepscholar	
411	imply	to suggest indirectly; to entail:  (n: implication)	verb		 She implied she didn't believe his story.	Common GRE	MSU	
412	improvidence	an absence of foresight; a failure to provide for future needs or events: 	noun		Their improvidence resulted in the loss of their home.	Common GRE	MSU	
413	imprudence	 bad judgment	noun			357 prevalent GRE words	Prepscholar	
414	impudent	 disrespectful	adjective			357 prevalent GRE words	Prepscholar	
415	in 	in 	Greek/Latin root		incarcerate</br> incorporate</br> inculcate</br> induction</br> inductance</br> indigenous</br> indicator</br> inspiration 	Greek/Latin 	MSU	
416	in</br> im 	not 	Greek/Latin root		incredible</br> ignoble</br> inglorious</br> inhospitable</br> infinite</br> infinitesimal</br> immoral 	Greek/Latin 	MSU	
417	inadvertent	 by accident or unintentional	adjective			357 prevalent GRE words	Prepscholar	
419	inchoate	 rudimentary, in the beginning stages	adjective		The act of writing forces one to clarify incohate thoughts.	357 prevalent GRE words	Prepscholar	
420	inconclusive	 indeterminate or unresolved	adjective			357 prevalent GRE words	Prepscholar	
421	incorrigible	"not capable of being corrected: """	adjective		The school board finally decided the James was incorrigible and expelled him from school.	Common GRE	MSU	
422	incredulous (credulous) </br> incredible (credible)	incredulous is when a person is disbelieving, very doubtful - but when the statement or action is incredible, then IT is difficult to believe	Easily confused words		The incredulous judge   listened to the witness' incredible story that he had been kidnapped by aliens in a UFO	Easily confused words	MSU	
423	indebted	 owing money	adjective	adj. owing gratitude to someone or something		357 prevalent GRE words	Prepscholar	
424	indefatigable	 cannot be made tired	adjective			357 prevalent GRE words	Prepscholar	
425	indelible	"permanent; unerasable; strong: """	adjective		The Queen made an indelible impression on her subjects.	Common GRE	MSU	
426	indigenous </br> indigent	1. local, native </br>     2. poor, needy	Easily confused words		The ingenous population was hungry and indigent	Easily confused words	MSU	
427	indolent	 lazy	adjective	adj. idle		357 prevalent GRE words	Prepscholar	
428	-ine 	having the nature or characteristic of 	adjective or noun 		feminine</br> masculine</br> medicine 	Suffix	MSU	
429	ineffable	undescribable; inexpressible in words; unspeakable	adjective			Common GRE	MSU	
431	infer	 to conclude from implicit evidence (as opposed to explicit facts)	verb		New genetic evidence led some zoologists to infer that the red wolf is actually a hybrid of the coyote and the gray wolf.	357 prevalent GRE words	Prepscholar	
